
央视频道,#genre#
CCTV-13 新闻,http://39.134.64.87:6610/PLTV/88888888/224/3221226011/index.m3u8?IASHttpSessionId=
CCTV-14 少儿,http://39.134.64.87:6610/PLTV/88888888/224/3221226591/index.m3u8?IASHttpSessionId=
CCTV-15 音乐,http://39.134.64.87:6610/PLTV/88888888/224/3221226476/index.m3u8?IASHttpSessionId=
CCTV-16 奥林匹克,http://39.134.64.87:6610/PLTV/88888888/224/3221226100/index.m3u8?IASHttpSessionId=
CCTV-17 农业农村,http://39.134.64.87:6610/PLTV/88888888/224/3221225765/index.m3u8?IASHttpSessionId=


CCTV-1 综合,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV-2 财经,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV-3 综艺,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV-4 中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-5 体育,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5+ 体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-6 电影,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-7 国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-8 电视剧,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9 纪录,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-10 科教,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-11 戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-12 社会与法,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13 新闻,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-14 少儿,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-15 音乐,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-16 奥林匹克,http://yc.myds.me:35455/gaoma/cctv16.m3u8
CCTV-17 农业农村,http://120.76.248.139/live/bfgd/4200000204.m3u8

CCTV-4K 超高清,
CCTV兵器科技,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226975/1.m3u8
CCTV风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
CCTV高尔夫网球,
CCTV央视台球,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV世界地理,http://120.76.248.139/live/bfgd/4200000177.m3u8
CCTV第一剧场,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
CCTV怀旧剧场,http://120.76.248.139/live/bfgd/4200000224.m3u8
CCTV风云剧场,http://[2409:8087:7008:20::c]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV电视指南,http://[2409:8087:7008:20::a]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
CCTV女性时尚,http://120.76.248.139/live/bfgd/4200000176.m3u8
CCTV风云音乐,http://[2409:8087:7008:20::d]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
CCTV央视文化精品,
CCTV卫生健康,
CCTC中国交通,
CCTC中国天气,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000002000000057
CCTC中国天气,http://39.134.136.161:6610/000000001000/2000000002000000057/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000057
CCTV发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CCTV老故事,http://120.76.248.139/live/bfgd/4200000166.m3u8
CCTV中学生,
CHC影迷电影,
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
CHC家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy
CHC华城影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
CGTN英语,http://39.134.64.87:6610/PLTV/88888888/224/3221225604/index.m3u8?IASHttpSessionId=
CGTN记录,http://39.134.64.87:6610/PLTV/88888888/224/3221225602/index.m3u8?IASHttpSessionId=
CGTN俄语,http://39.134.64.87:6610/PLTV/88888888/224/3221226543/index.m3u8?IASHttpSessionId=
CGTN法语,http://39.134.64.87:6610/PLTV/88888888/224/3221226520/index.m3u8?IASHttpSessionId=
CGTN西班牙语,http://39.134.64.87:6610/PLTV/88888888/224/3221226431/index.m3u8?IASHttpSessionId=
CGTN阿拉伯语,http://39.134.64.87:6610/PLTV/88888888/224/3221226517/index.m3u8?IASHttpSessionId=

港澳台频道,#genre#
凤凰中文,http://kxrj.site:1258/69/fh.php?id=fhzw
凤凰卫视台,
凤凰资讯,http://kxrj.site:1258/69/fh.php?id=fhzx
凤凰香港,http://kxrj.site:1258/69/fh.php?id=fhhk
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳门莲花,
澳亚卫视,
澳门卫视,
TVB-星河,
TVB-翡翠,
TVB-华丽翡翠,
TVB-明珠,
TVB-无线新闻,
有线新闻台,
TVBS亚洲,
TVBS新闻,
寰宇新闻,
寰宇新闻台湾,
年代新闻,
中视新闻,
华视新闻,
中天新闻,
东森新闻,
中天亚洲,
台视新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/playlist.m3u8
民视台湾,
公视新闻,
三立新闻,
三立台湾台,
三立LIVE,
非凡新闻,
壹新闻,
镜新闻,
CTI+,

卫视频道,#genre#
北京卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226450/index.m3u8?IASHttpSessionId=
湖南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226307/index.m3u8?IASHttpSessionId=
东方卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226345/index.m3u8?IASHttpSessionId=
江苏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226310/index.m3u8?IASHttpSessionId=
浙江卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226339/index.m3u8?IASHttpSessionId=
安徽卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226391/index.m3u8?IASHttpSessionId=
吉林卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226397/index.m3u8?IASHttpSessionId=
辽宁卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226546/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226327/index.m3u8?IASHttpSessionId=
河北卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226406/index.m3u8?IASHttpSessionId=
山东卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226456/index.m3u8?IASHttpSessionId=
天津卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226459/index.m3u8?IASHttpSessionId=
河南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226480/index.m3u8?IASHttpSessionId=
湖北卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226477/index.m3u8?IASHttpSessionId=
四川卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226338/index.m3u8?IASHttpSessionId=
东南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226341/index.m3u8?IASHttpSessionId=
江西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226344/index.m3u8?IASHttpSessionId=
广东卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226248/index.m3u8?IASHttpSessionId=
深圳卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226313/index.m3u8?IASHttpSessionId=
广西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226549/index.m3u8?IASHttpSessionId=
海南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226465/index.m3u8?IASHttpSessionId=
重庆卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226409/index.m3u8?IASHttpSessionId=
贵州卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226474/index.m3u8?IASHttpSessionId=
青海卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226323/index.m3u8?IASHttpSessionId=
内蒙古卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226389/index.m3u8?IASHttpSessionId=
山西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226392/index.m3u8?IASHttpSessionId=
西藏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226433/index.m3u8?IASHttpSessionId=
兵团卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226439/index.m3u8?IASHttpSessionId=
云南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226444/index.m3u8?IASHttpSessionId=
宁夏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226454/index.m3u8?IASHttpSessionId=
陕西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226457/index.m3u8?IASHttpSessionId=
新疆卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226460/index.m3u8?IASHttpSessionId=
延边卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226516/index.m3u8?IASHttpSessionId=
甘肃卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226522/index.m3u8?IASHttpSessionId=
山东教育卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225655/index.m3u8?IASHttpSessionId=
安多卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225659/index.m3u8?IASHttpSessionId=
康巴卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225660/index.m3u8?IASHttpSessionId=
三沙卫视,
厦门卫视,
大亚湾卫视,http://z.b.bkpcp.top/m.php?id=dwqws


少儿频道,#genre#
CCTV-14 少儿,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226591/index.m3u8
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
内蒙少儿,http://221.199.193.157:9901/tsfile/live/1010_1.m3u8
海南少儿,
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
嘉佳卡通,
金鹰卡通,http://39.134.64.87:6610/PLTV/88888888/224/3221225653/index.m3u8?IASHttpSessionId=
卡酷少儿,http://39.134.64.87:6610/PLTV/88888888/224/3221225654/index.m3u8?IASHttpSessionId=
优漫卡通,http://39.134.64.87:6610/PLTV/88888888/224/3221225656/index.m3u8?IASHttpSessionId=
哈哈炫动,http://39.134.64.87:6610/PLTV/88888888/224/3221225657/index.m3u8?IASHttpSessionId=
黑莓动画,http://39.134.64.87:6610/PLTV/88888888/224/3221225662/index.m3u8?IASHttpSessionId=
爱动漫,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000059/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000059&IASHttpSessionId=OTT19019320240419154124000281
少儿动漫,
动漫秀场,
动漫秀场,
宝宝动画,
青春动漫,

儿童动漫,#genre#
贝肯熊3.火星任务,https://dghls.mcloud.139.com/hls/LHb543a227b8caf4b2408f7090cb44e1e3/single/video/0/480/index.m3u8
倒霉熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
猪侠英雄,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
哆啦A梦大雄与天空的理想乡,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_cidcobs_wxlz03/asset/zhengshi/5105/223/351/5105223351/media/5105223351_5206941130_56.mp4
哪咤之决战龙神,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/004/353/5105004353/media/5105004353_5033311414_56.mp4
阿凡达水之道,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/5105/080/728/5105080728/media/5105080728_5091264010_56.mp4

天津频道,#genre#

天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津新闻,http://livebackold2.wisetv.com.cn/TJIPTV/TJXW/playlist.m3u8?wsSecret=4ad2004f4b57fbe43f8b316c86ae6478&wsTime=669208dd&begintimeback=8544&GUID=b7edf4fb24e257664a53a6e24aa39e45&wsSession=98b80eccfb65b8fe8eb9fb4c-172050562949441
天津新闻,http://livebackold2.wisetv.com.cn/TJIPTV/TJXW/playlist.m3u8?wsSecret=4ad2004f4b57fbe43f8b316c86ae6478&wsTime=669208dd&begintimeback=8544&GUID=b7edf4fb24e257664a53a6e24aa39e45&wsSession=98b80eccfb65b8fe8eb9fb4c-172084655779997
天津文艺,http://livebackold2.wisetv.com.cn/TJIPTV/TJWY/playlist.m3u8?wsSecret=797130fe5fcdd205358167c1a2030639&wsTime=66934a6a&begintimeback=11784&GUID=6467bab36c70ef34410912a65737b05e&wsSession=98b80eccfb65b8fe8eb9fb4c-172092887523379
天津文艺,http://livebackold2.wisetv.com.cn/TJIPTV/TJWY/playlist.m3u8?wsSecret=704010eaa34248521ca8793b3ed3cdfb&wsTime=66921ad6&begintimeback=7882&GUID=cc3f55564015087239734a7007e74249&wsSession=98b80eccfb65b8fe8eb9fb4c-172085115912518
天津影视,http://livebackold2.wisetv.com.cn/TJIPTV/TJYS/playlist.m3u8?wsSecret=71fc587e5be002e4a156879f0b4259fb&wsTime=66934ab8&begintimeback=8019&GUID=da23b72412d044ae1dd723f9b5f49a4f&wsSession=98b80eccfb65b8fe8eb9fb4c-172092895337469
天津影视,http://livebackold2.wisetv.com.cn/TJIPTV/TJYS/playlist.m3u8?wsSecret=1aebb00b4a5252a6ed5f111e873e65b9&wsTime=66934af2&begintimeback=8388&GUID=904ef6e2492a1df8742819bcccfbc8b7&wsSession=98b80eccfb65b8fe8eb9fb4c-172092901164194
天津都市,http://livebackold2.wisetv.com.cn/TJIPTV/TJDS/playlist.m3u8?wsSecret=896d0adfe628e1895cbe6b8203a33b1e&wsTime=6692409a&begintimeback=10673&GUID=7aef65de6fb6382acbdf67125dd25469&wsSession=98b80eccfb65b8fe8eb9fb4c-172086082691396
天津都市,http://livebackold2.wisetv.com.cn/TJIPTV/TJDS/playlist.m3u8?wsSecret=8eeb082cbf91d8898397127e5f6da5f0&wsTime=6692411c&begintimeback=11613&GUID=13901d0b3a8cf903663463178568704f&wsSession=98b80eccfb65b8fe8eb9fb4c-172086095727715
天津体育,http://livebackold2.wisetv.com.cn/TJIPTV/TJTY/playlist.m3u8?wsSecret=c75272b0c1783bd9c99cc0cbaa4ccbb1&wsTime=669349ff&begintimeback=10392&GUID=4cda0cc1db759eb13c63dd27ec2963fb&wsSession=98b80eccfb65b8fe8eb9fb4c-172092876863242
天津体育,http://livebackold2.wisetv.com.cn/TJIPTV/TJTY/playlist.m3u8?wsSecret=331317e3485cb36cf020a02ce1e7d599&wsTime=66923cbf&begintimeback=17600&GUID=be34ceda21e62cad88bf3bd039f9618a&wsSession=98b80eccfb65b8fe8eb9fb4c-172085984784519
天津教育,http://livebackold2.wisetv.com.cn/TJIPTV/TJKJ/playlist.m3u8?wsSecret=fbb30bce2b4e1009501a52708a90ea9e&wsTime=669241ad&begintimeback=11618&GUID=d831caa6cbb8cee0a7e01a03cb1ffcf9&wsSession=98b80eccfb65b8fe8eb9fb4c-172086110196736
天津教育,http://livebackold2.wisetv.com.cn/TJIPTV/TJKJ/playlist.m3u8?wsSecret=d879869200dfa0161d1b0de982517604&wsTime=66923e89&begintimeback=12067&GUID=b285079b442330fa2f88a9a947d4b7d6&wsSession=98b80eccfb65b8fe8eb9fb4c-172086029841971

上海频道,#genre#
上海新闻综合,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281
上海纪实人文,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
上海纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
上海都市,
上海外语,
七彩戏剧,
五星体育,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281
东方影视,http://z.b.bkpcp.top/m.php?id=shys
东方财经,
法治天地,http://120.76.248.139/live/bfgd/4200000162.m3u8
第一财经,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281

浙江频道,#genre#
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

内蒙频道,#genre#
内蒙新闻综合,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=98390a77c143a68f0fd64bfe6e181dcb&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800


体育赛事,#genre#

天津体育,http://livebackold2.wisetv.com.cn/TJIPTV/TJTY/playlist.m3u8?wsSecret=c75272b0c1783bd9c99cc0cbaa4ccbb1&wsTime=669349ff&begintimeback=10392&GUID=4cda0cc1db759eb13c63dd27ec2963fb&wsSession=98b80eccfb65b8fe8eb9fb4c-172092876863242
天津体育,http://livebackold2.wisetv.com.cn/TJIPTV/TJTY/playlist.m3u8?wsSecret=331317e3485cb36cf020a02ce1e7d599&wsTime=66923cbf&begintimeback=17600&GUID=be34ceda21e62cad88bf3bd039f9618a&wsSession=98b80eccfb65b8fe8eb9fb4c-172085984784519


五星体育,
山东体育休闲,http://itms4.sdlk.vip:6721/hls/239/index.m3u8
成都公共CDTV-5,
北京BRTV体育休闲,
咪咕直播1「IPV6」,
咪咕直播2「IPV6」,
咪咕直播3「IPV6」,
咪咕直播4「IPV6」,
BesTV1「IPV6」,
BesTV2「IPV6」,
BesTV3「IPV6」,
BesTV4「IPV6」,
BesTV5「IPV6」,
BesTV6「IPV6」,
BesTV7「IPV6」,


咪咕体育,#genre#

晴彩青少,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8




数字频道,#genre#
CETV-1,http://39.134.64.87:6610/PLTV/88888888/224/3221225652/index.m3u8?IASHttpSessionId=
CETV-2,http://39.134.64.87:6610/PLTV/88888888/224/3221226425/index.m3u8?IASHttpSessionId=
CETV-3,
CETV-4,http://39.134.64.87:6610/PLTV/88888888/224/3221225783/index.m3u8?IASHttpSessionId=
CETV早期教育,
CETV早期教育,
1905国内电影,
1905国外电影,
爱上4K,
纪实科教,http://39.134.64.87:6610/PLTV/88888888/224/3221225729/index.m3u8?IASHttpSessionId=
嘉佳卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010102/1.m3u8
嘉佳卡通,http://183.3.134.56:9901/tsfile/live/1007_1.m3u8
嘉佳卡通,http://144.52.160.109:9901/tsfile/live/1073_1.m3u8 
嘉佳卡通,http://61.157.139.15:9901/tsfile/live/2420_1.m3u8
金鹰卡通,http://39.134.64.87:6610/PLTV/88888888/224/3221225653/index.m3u8?IASHttpSessionId=
金鹰卡通,http://120.76.248.139/live/bfgd/4200000350.m3u8
卡酷少儿,http://39.134.64.87:6610/PLTV/88888888/224/3221225654/index.m3u8?IASHttpSessionId=
金鹰纪实,
茶频道,http://120.76.248.139/live/bfgd/4200000181.m3u8
快乐垂钓,http://120.76.248.139/live/bfgd/4200000228.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵电竞,http://39.134.64.87:6610/PLTV/88888888/224/3221225675/index.m3u8?IASHttpSessionId=
优漫卡通,http://39.134.64.87:6610/PLTV/88888888/224/3221225656/index.m3u8?IASHttpSessionId=
哈哈炫动,http://39.134.64.87:6610/PLTV/88888888/224/3221225657/index.m3u8?IASHttpSessionId=
黑莓动画,http://39.134.64.87:6610/PLTV/88888888/224/3221225662/index.m3u8?IASHttpSessionId=
黑莓电影,http://39.134.64.87:6610/PLTV/88888888/224/3221225743/index.m3u8?IASHttpSessionId=
睛彩竞技,http://39.134.64.87:6610/PLTV/88888888/224/3221226124/index.m3u8?IASHttpSessionId=
睛彩篮球,http://39.134.64.87:6610/PLTV/88888888/224/3221226147/index.m3u8?IASHttpSessionId=
睛彩篮球,http://39.134.64.87:6610/PLTV/88888888/224/3221226469/index.m3u8?IASHttpSessionId=
睛彩青少,http://39.134.64.87:6610/PLTV/88888888/224/3221226508/index.m3u8?IASHttpSessionId=
睛彩广场舞,http://39.134.64.87:6610/PLTV/88888888/224/3221226472/index.m3u8?IASHttpSessionId=
咪咕视频,http://39.134.64.87:6610/PLTV/88888888/224/3221226398/index.m3u8?IASHttpSessionId=
4K超清电影,
四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8
陶瓷,
书画频道,http://120.76.248.139/live/bfgd/4200000180.m3u8
汽摩,http://120.76.248.139/live/bfgd/4200000168.m3u8
车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
新动漫,
先锋乒羽,http://120.76.248.139/live/bfgd/4200000349.m3u8
环球旅游,http://120.76.248.139/live/bfgd/4200000147.m3u8
环球奇观,
环球奇观,
环球奇观,
国学,http://120.76.248.139/live/bfgd/4200000169.m3u8
文物宝库,
武术世界,
梨园频道,
求索纪录,http://[2409:8087:5e00:24::029]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
